Student,Assignment1,Assignment2,Assignment3,Assignment4,Assignment5,Assignment6,Assignment7,Assignment8,Assignment9,Lab1,Lab2,Lab3,Lab4,Lab5,Lab6
#1373,18.92,29.88,24.5,20,19.56,19.78,19,12.6933333333333,18.2,8,9.2,9.8,9.1,0,9.5
#1374,17.54,29.68,24.83,20,19.75,18.98,16.95,13.47,17.93,8.466666667,8.4,8,7,6,8
#1375,18.43,26.16,0,9.28,18.54,17.27,6.825,6.87,13.14,7,0,9.066666667,7.15,0,9
#1376,19.19,29.66,25,20,19.83,19.89,19.105,19.3333333333333,18.83,10,9.166666667,9.5,8.5,10,9
#1377,19.78,29.26,22.42,19.71,19.01,15,15.15,11.69,14.84,9,9.6,9.066666667,9,8,9
#1378,19.75,29.68,25,20,19.94,19.39,19.13,15.3266666666667,8.85,9.8,9.8,8.966666667,9.8,4,7.8
#1379,19.37,29.24,25,19.89,19.6,19.12,17.005,16.7766666666667,17.63,9,10,10,9.5,8,8.3
#1380,19.75,26.97,24.42,20,19.67,19.84,18.59,18.26,16.13,8,9.75,9.1,8.2,5,8.866666667
#1381,19.37,29.42,24.83,20,19.35,19.67,18.39,19,17.89,10,8.666666667,9.266666667,8.1,9,10
#1382,17.55,29.36,24.58,19.72,19.22,19.09,17.34,18.6533333333333,17.79,9,8.8,9.8,7,10,8.8
#1383,19.87,27.55,24,17.635,19.33,19.28,16.57,10.21,16.16,7.8,9.75,9.6,8.6,0,9.666666667
#1384,18.79,29.64,24.83,20,19.5,19.5,19.155,18.4166666666667,18.32,9,8,9.4,8.8,8,10
#1385,18.42,28.8,23.92,19.39,17.56,15.3,17.685,18.64,17.61,9.5,8.666666667,9.6,6.6,9,7.8
#1386,19.75,29.82,24.83,19.89,19.25,17.97,18.96,18.48,17.22,9,9.6,9.4,6.6,0,9
#1387,19.42,29.78,24.5,19.945,19.77,19,18.2,13.6666666666667,17.03,8,9.1,8.4,7.6,10,9
#1388,19.19,25.91,20.92,18.095,0,15.36,14.77,10.4666666666667,16.07,9.8,8.6,8.066666667,6.55,6,7.8
#1389,19.26,29.72,24.92,19.875,19.58,19.58,17.51,18.3333333333333,16.86,10,9.55,9.3,6.8,8,9
#1390,19.12,29.39,0,19.72,19.35,18.21,16.335,.333333333333333,0,5.266666667,7.8,8.4,8,9,4.6
#1391,19.75,28.15,21.11,19.595,19.6,0,6.055,8.55666666666667,0,8.8,7.857142857,9.8,6.4,10,7.4
#1392,19.12,29.31,21.29,18.75,18.85,17.64,16.18,17.36,16.41,9,8,9.3,9,9,9.8
#1393,19,26.49,19.08,18.72,0,18.37,17.785,16.1533333333333,16.17,9,9.25,0,8,8,9.8
#1394,19.63,26.21,19.33,17.825,16.42,15.21,12.85,7.37666666666667,15.51,7.8,9.4,8.633333333,9.1,8,8.8
#1395,19.87,29.96,24.75,20,19.83,18.64,19.125,13,18.68,10,10,9.6,10,9,0
#1396,17.49,22.51,20.08,18.46,10.14,13.4,3.71,0,0,10,7.2,0,0,0,0
#1397,19.62,26,24.75,15,1.89,12.19,12.455,7.04,14.83,9,10,7.4,7.4,8,10
#1398,19,24.38,22.33,18.655,18.71,18.78,17.135,15.9733333333333,13.81,7.75,8.933333333,8.8,0,0,8.6
#1399,18.54,29.64,24.83,20,19.85,19.83,18.97,18.9733333333333,18.33,9.8,10,9,8.8,10,9
#1400,19.49,29.9,24.75,20,19.69,19.62,18.88,18.8566666666667,17.52,8.6,9.75,8.8,8.4,6,7.333333333
#1401,19.43,29.96,24.83,19.945,20,19.56,18.875,19.28,17.77,10,10,10,8.5,9.25,10
#1402,0,0,0,0,0,0,.25,0,0,0,0,0,0,0,0
#1403,18.82,29.87,23.5,19.61,19.09,18.97,18.48,17.16,17.67,9.4,9.8,8.866666667,8.8,9,9.6
#1404,19.79,29.76,24.83,19.535,17.16,18.15,17.405,16.63,15.52,7.666666667,7.6,5.6,6.633333333,7,7.8
#1405,18.85,29.26,24.42,19.89,19.5,19.19,18.505,18.1966666666667,16.66,9,9.8,8.666666667,9,8,9.6
#1406,19.56,27.53,24.83,17.555,20,0,16.09,10.15,15.27,8.8,10,8.433333333,7.5,8,5.8
#1407,19.67,29.36,24.92,19.32,18.98,17.33,17.29,13.5833333333333,11.24,9,8.857142857,9,6.466666667,8,8
#1408,19.46,26.48,23.92,17.17,13.8,15.85,15.745,16.56,15.63,10,5.75,0,8.4,5,10
#1409,5.94,6.82,20.24,9.375,0,6.19,.36,.353333333333333,0,8.8,9.4,0,0,0,8.75
#1410,19.57,26.4,24.46,19.595,18.88,19.33,18.4,17.03,18.17,10,9,8.933333333,9.4,8,10
#1411,19.75,29.61,24.92,20,19.87,19.01,16.765,19.1933333333333,18.28,9,10,9.8,7,9,9.8
#1412,18.69,27.68,23.67,19.89,19.02,19.75,18.53,17.9233333333333,17.2,9,8.5,9.8,7,7.5,10
#1413,18.95,25.67,19.67,19.03,18.5,15.99,15.15,0,0,6.8,7.6,6.333333333,4.933333333,0,0
#1414,20,29.59,24.92,20,19.12,19.53,19.155,19.2233333333333,18.62,10,10,9.066666667,9.8,8,9
#1415,19.04,26.66,23.08,13.54,17.82,17.67,14.795,16.66,15.92,8,8.6,8.6,6,7,7.133333333
#1416,19.11,29.81,24.83,19,19.02,19,18.87,17.3333333333333,12.52,9,10,8.066666667,8.6,8,5.2
#1417,19.61,29.92,25,20,19.35,19.06,17.015,19.14,18.57,9,9,10,8.3,9,8.8
#1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1419,19.75,30,25,20,20,20,19,19.3333333333333,18.95,8,9,9.8,9.3,8,9.466666667
#1420,19.32,27.29,18.5,17.905,18.56,18.21,13.79,14.1666666666667,15.79,7.8,8,8.05,7,1,8.2
#1421,18.26,27.47,18.83,20,17.88,16.89,14.855,14.9366666666667,17.32,7.8,9.4,8.5,6.15,8,6
#1422,19.4,28.43,24.7,20,19.83,19.4,19.145,18.6666666666667,17.38,8,10,10,8.6,9,9.4
#1423,18.25,26.61,25,20,19.75,18.6,17.3,17.7,18.68,9,9.6,8.2,8.4,7,7.6
#1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1425,18.75,29.89,24.92,20,19.91,19.83,18.83,19.1966666666667,17.05,9,9.6,9.466666667,8.35,8,7.8
#1426,19.08,29.05,25,19.415,19.58,18.82,18.385,19.2766666666667,17.43,8.3,10,7.433333333,7.466666667,8,7.4
#1427,19.37,29.79,24.75,20,18.27,19.22,18.74,17.4733333333333,17.41,10,8.4,8,8,5,9.333333333
#1428,19.37,29.66,12.23,13.935,14.95,14.96,3.725,11.01,14.31,0,9.666666667,7.933333333,0,9,0
#1429,18.79,26.59,24.25,19.835,18.31,0,5.125,6.13666666666667,12.47,9,9.6,7.533333333,10,7,9.4
#1430,18.26,24.68,25,17.32,13.08,15.52,16.695,11.86,15.65,7.6,8.95,8.166666667,10,8,9
#1431,18.1,29.44,22.75,19.555,19.92,19.5,12.71,12.6833333333333,11.98,7,7.95,6.266666667,5.8,8,8.6
#1432,19.08,29.21,23.74,20,19.33,18.62,18.26,15.64,16.9,8,9,9.05,6.05,4,8.75
#1433,19.44,29.83,24.75,20,19.87,20,19.125,19.0233333333333,18.2,9,10,8.933333333,9.75,9,10
#1434,19.08,26.55,25,20,18.46,19.39,18.5,14.57,13.97,6,8.8,9,7.933333333,10,10
#1435,19.43,29.93,24.95,20,18.85,18.33,18.65,14.3066666666667,17.21,10,8.8,9.1,8.8,7,9.8
#1436,19.5,29.86,23.57,19.875,19.31,16.33,17.87,19.0266666666667,17.78,10,9.8,9.466666667,8.5,9.6,10
#1437,19.75,23.76,8.73,3.5,13.17,17.45,5.29,0,0,0,6.333333333,6.8,3.6,0,0
#1438,19.68,29.68,24.83,20,19.83,19,19.18,19.3333333333333,18.7,10,9,7.633333333,8.8,9,10
#1439,19.08,28.52,22.17,19.465,19.13,18.94,12.105,11.36,17.01,9,9.8,9.1,6.933333333,7,8.533333333
#1440,19.53,29.84,24.75,19.835,19.37,18.6,18.465,19.0566666666667,18,9.8,8.8,7.8,9.8,8,9.6
#1441,18.63,29.8,2.51,19.945,18.03,18.92,18.38,18.75,16.74,0,9.75,7.1,6.6,7,7.8
#1442,19.54,29.06,21.92,19.695,18.99,17.83,17.03,13.6633333333333,13.24,10,8.05,8.466666667,8,10,8.133333333
#1443,19.42,28.83,23.92,19.61,19.71,19.62,19.15,18.8333333333333,18.57,9.6,7.8,8.6,6.3,7,9
#1444,19.53,29.66,24.92,20,19.33,19.07,18.875,18.9166666666667,18.75,9,8.466666667,9.066666667,8.5,9,9.6
#1445,19.37,29.65,24,20,19.67,19.35,18.91,14.98,17.51,7.8,9.6,8.866666667,8.5,7,9.5
#1446,19.82,29.23,23.5,19.835,19.71,19.33,19.065,18.89,18.29,9,9.466666667,9,9.6,9,9.8
#1447,18.96,29.28,20.75,19.64,17.83,15.72,15.31,15.9333333333333,17.96,8.6,9.171428571,6.566666667,6.8,9.333333333,10
#1448,18.63,29.41,25,19.835,19.56,18.87,18.68,17.9766666666667,17.77,9,10,0,9.55,8,7.8
#1449,19.37,29.48,24.92,20,19.37,19.62,18.625,17.53,17.26,9,9.3,8.4,7,1,5
#1450,19.54,29.76,25,18.43,18.94,15.87,16.12,14.2433333333333,17.01,9,8.45,8.533333333,8.4,9,9
#1451,19.19,29.45,24.92,19.855,19.62,19.12,18.82,19.14,18.9,9,7.6,8.066666667,6.6,6,9.75
#1452,19.33,22.76,20.75,19.835,17.42,11.11,16.715,16.64,16.79,10,8,8.1,7,5,7.733333333
#1453,18.38,28.91,22.83,19.625,19.58,18.66,16.31,16.68,15.67,10,8.4,8.8,7.5,3,8
#1454,18.54,28.47,24.74,19.835,18.47,16.29,17.19,16.0666666666667,15.49,10,8.05,8,8.6,8,9.4
#1455,18.13,29.7,24.92,19.935,18.91,20,18.555,18.53,4.55,10,7.6,10,10,4,0
#1456,19.21,29.54,25,19.5,19.52,18.81,17.905,19.0266666666667,17.22,8,9.3,8.533333333,6.833333333,7,8.8
#1457,18.83,28.94,24.83,2.24,0,0,1.835,0,0,9,3.266666667,7.166666667,5.2,0,0
#1458,18.79,28.89,23,9.95,19.06,19.17,15.72,9,15.08,9,8.75,7.733333333,6.8,8,8.8
#1459,19.42,28.91,24.92,20,19.29,19.53,18.665,18.9633333333333,17.24,10,10,7.866666667,7.8,8,9.166666667
#1460,19.57,28.08,24.33,19.57,18.9,18.94,17.72,16,16.78,9,9,8.2,5.466666667,8,10
#1461,18.35,28.78,19.25,19.29,17.85,15.58,11.615,12.4133333333333,14.68,9,9.8,8.9,7.233333333,9,8.8
#1462,18.44,26.83,23.17,19.485,19.29,18.82,16.49,15.47,16.24,9.8,9.1,8.866666667,9.3,7,8
#1463,19.79,25.22,21.25,18.31,17.13,17.5,16.875,17.78,15.82,9,8.2,8.6,8.8,7,8.8
#1464,18.4,29.54,24.83,20,19.48,18.78,19.21,19.11,18.7,10,9.25,9.466666667,10,9,10
#1465,18.28,29.21,24.92,19,17.83,19.21,18.325,12.8533333333333,15.49,8.133333333,9.6,8.7,8.3,5,6
#1466,19.62,29.57,25,19.78,19.77,19.42,19.05,18.7233333333333,17.8,10,8.333333333,8.9,5.55,9,8.866666667
#1467,19.82,29.42,24.83,20,19.66,3.65,17.665,15.24,17.49,10,10,10,8.216666667,0,10
#1468,19.75,29.44,23.75,20,20,19.33,18.835,18.54,18.06,8.75,10,9.6,10,9,9.8
#1469,19.57,29.13,24.5,19.445,19.5,19,17.99,4.66666666666667,15.07,9,9,9.8,6.8,0,8.2
#1470,19.37,28.77,24.67,19.6,18.88,19.12,17.54,15,18.5,9,9.8,9.633333333,10,10,8.8
#1471,18.54,21.47,12.83,14.855,17.66,19.34,11.1,10.5766666666667,14.12,8,7,7.633333333,7.55,6,5.383333333
#1472,19.37,29.47,24.92,20,19.6,19.78,18.95,19,18.22,9,9.75,8.6,10,7,8.6
#1473,19.46,29.52,24.83,19.89,19.5,19.57,18.6,18.5166666666667,18.27,9,10,9.1,6.5,10,8.4
#1474,19.28,29.91,24.83,19.585,19.5,19.58,18.49,16.3633333333333,17.01,8.666666667,9.1,7.5,9.5,9,9
#1475,19.65,29.98,24.92,19.625,20,19.5,17.71,12.4433333333333,17.04,10,9.4,7.466666667,8.5,7,9.666666667
#1476,19.76,29.09,25,19.835,19.31,19.28,19.07,19.3333333333333,18.35,8.6,9.6,8.933333333,7.8,8,8.35
#1477,18.54,15.25,23.67,15.375,0,0,10.91,10.5266666666667,15.37,8.5,8.616666667,7.133333333,2.2,3,7
#1478,19.67,29.56,24.67,19.945,19.58,19.34,19,19.3333333333333,18.04,8.8,10,9.3,8.5,8,10
#1479,19.06,29.96,25,19.915,19.83,19.39,18.135,15.9433333333333,18.12,10,8,10,7.8,9,10
#1480,19.37,29.91,25,20,19.83,19.83,19.25,18.9733333333333,18.82,10,10,10,9,7,8
#1481,19.22,26.29,25,18.895,18.35,18.58,16.23,13.7066666666667,1.22,9,8.2,7.2,8.4,8,8.8
#1482,18.85,29.03,24,19.945,19.87,17.87,18.28,17.6666666666667,16.74,0,9.457142857,8.533333333,8.55,8,7.35
#1483,19.29,29.45,24.83,20,19.69,17.72,18.53,14.7233333333333,15.86,9,9.75,9.35,10,10,8.066666667
#1484,19.34,29.14,25,19.28,19.44,17.35,18.195,15.1933333333333,16.24,8,8,8.8,7.8,6,9.8
#1485,19.01,27.6,21.75,19.82,18.96,19.5,17.65,17.6333333333333,15.41,9,9.3,9.466666667,7.3,8,10
#1486,18.64,29.68,24.33,19.78,19.42,18.02,16.62,14.2233333333333,18.9,10,8.5,10,7.8,8,9
#1487,19.7,27.39,22.33,19.335,19.46,19.07,16.82,12.6966666666667,11.25,8.666666667,9.8,9.3,3.6,8,8.8
#1488,18.88,29.28,25,19.945,19.83,19.83,18.76,17.7933333333333,17.72,7,10,9.3,10,6,6.8
#1489,7.39,4.28,22.5,19.32,15.67,16.03,11.645,0,11.34,9,8.4,8.133333333,8.4,6,8
#1490,19.08,29.75,24.83,19.89,19.87,19.17,18.73,18.72,18.65,10,10,9.8,6.666666667,9,9
#1491,19.43,28.16,23.83,19.04,16.34,15.57,14.3,6.39666666666667,15.83,7,9.166666667,8.066666667,7.216666667,8,6.6
#1492,19.57,28.99,19,14.805,17.75,0,13.675,8.03,14.95,9,8.4,8.466666667,7.8,8,10
#1493,19.79,28.82,22.67,19,19.1,18.55,16.085,17.5566666666667,14.42,9,9,9.1,6.9,7,9
#1494,17.53,8.62,21,16.845,19.65,20,15.73,16.4166666666667,17.82,10,9.2,8.866666667,4.95,7.666666667,8.2
#1495,19.56,29.43,24.46,19.71,19.83,19.17,18.71,18.3333333333333,17.57,9.4,8.85,9.466666667,6,9,7.95
#1496,19.17,28.53,23.33,19.665,19.52,11.98,15.08,13.46,14.49,9,8.8,9.166666667,8.766666667,6,8.6
#1497,19.5,29.69,25,19.835,19.77,19.47,18.885,19.0533333333333,18.43,10,9.6,9.2,8.666666667,7,8
#1498,19.04,29.69,24.75,8.5,0,19.07,2.125,4.53,7.03,9,8.683333333,9.3,5.8,8,8.133333333
#1499,19.87,29.8,25,19.75,19.77,19.83,19.155,19.3333333333333,18.39,10,10,10,9.8,9,7.7
#1500,19.32,28.44,24.99,17.405,19.83,17.34,15.285,6.69,0,10,6.483333333,9.6,2.6,6,7
#1501,19.73,29.18,24.63,19.71,18.28,17.94,17.58,18.6666666666667,15.82,8,7.8,7.666666667,8.666666667,9,8
#1502,18.44,29.37,24.17,19.71,18.96,19.56,17.145,17.9166666666667,17.84,9,9.75,9.6,6.2,7,9.8
#1503,19.18,29.29,23,19.75,19.35,19,14.515,16.4066666666667,16.6,8,10,9.8,6.6,9,6.4
#1504,19.4,29.88,18.64,19.775,0,18.17,18.585,9.14333333333333,10.44,8,7.483333333,6.866666667,8,7,9
#1505,19.46,29.84,25,19.835,19.83,18.78,18.06,13.0833333333333,4,10,9.5,10,9.55,6,5.333333333
#1506,19.49,29.03,24.67,19.47,19.04,16.79,14.595,11.14,15.3,8.333333333,6.657142857,9.6,9,7,9.8
#1507,19.82,29.47,25,19.945,19.65,18.92,18.71,19,18.17,10,9.3,9.8,8.2,7,8.5
#1508,18.9,27.81,23.83,19.835,19.09,19.59,17.055,17.7366666666667,17.49,9.8,9.6,7.7,7.8,4,8.55
#1509,18.92,15,0,0,0,0,.25,0,0,0,9.4,7.8,2.95,0,0
#1510,19.15,28.92,24.75,19.96,19.19,19.12,17.975,15.4766666666667,17.87,9,9.4,8,8.15,6,8
#1511,19.47,29.83,25,20,19.77,19.78,19,18.69,17.3,9,10,8.5,8,8.666666667,8
#1512,19.79,28.42,24.91,19.835,17.95,17.62,17.285,18.33,0,8,8.466666667,0,8,0,0
#1513,18.67,25.11,0,18.18,16.31,17.17,4.67,15.5833333333333,17.28,9,10,9.3,6.8,9,9.666666667
#1514,19.75,29.92,24.83,20,0,19.78,18.815,18.5,17.17,9,10,9.2,7.5,6,8.8
#1515,18.93,25.39,18.08,18.305,18.44,14.64,17.955,16.5733333333333,15.41,8,8.133333333,9.466666667,7.8,5,8.2
#1516,19.87,29.36,22.42,19.42,16.54,16.5,16.78,17.5533333333333,14.98,8,9,7.3,4.9,7,8.6
#1517,18.19,27.62,22.67,19.52,18.67,18.05,16.68,16.6666666666667,16.23,9,9.357142857,9.6,7.2,5.333333333,8
#1518,18.96,29.73,24.75,19.835,19.44,18.7,17.535,17.28,15.83,10,9.3,8.133333333,6.4,9,8.2
#1519,18.85,22.32,24.75,19.5,18.04,14.54,11.6,4.66666666666667,15.62,10,8.75,8,7.866666667,0,8.4
#1520,19.04,29.57,24.83,19.75,19.33,19.62,18.705,17.61,17.94,10,10,9.466666667,8,2,10
#1521,19.54,29.71,24.92,20,19.83,19.83,19.035,18.8633333333333,18.72,10,10,9.1,10,8,9
#1522,19.21,29.89,24.58,19.945,19.75,18.91,17.475,18.4433333333333,17.52,9,10,9.8,7.766666667,8,10
#1523,19.47,29.32,24.83,20,19.54,19.23,18.97,17.93,18.13,9.8,8.8,9.6,9,9,10
#1524,18.51,28.28,20.65,19.835,19.58,17.21,16.935,15.78,11.73,8.6,9,8.3,7,6,6.466666667
#1525,19.33,29.89,24.83,20,19.94,19.4,18.68,19.1666666666667,17.75,9.5,9.5,10,10,10,10
#1526,18.1,29.14,24.83,19.42,19.19,18.55,16.345,9.91666666666667,5,10,10,9.466666667,8,9,6.4
#1527,19.47,29.48,24.95,18.335,18.83,19.72,16.99,18.2233333333333,16.73,9,9.6,9.633333333,7.6,9,7.6
#1528,18.27,27.23,16.63,9.01,13.97,13.5,5.35,0,0,9,8.8,0,6.6,0,0
#1529,19.87,22.68,24.83,19.835,19.02,18.79,18.815,10.9833333333333,17.03,10,9.8,8.3,10,6,8.8
#1530,19.87,29.93,25,19.945,19.67,20,18.96,19.3333333333333,18.35,10,10,9.6,8.666666667,10,9
#1531,19.32,29.07,22.49,20,19.71,18.49,16.44,5.48333333333333,16.56,7.8,9,8.733333333,6.4,9,8.4
#1532,19.71,16.44,24.67,19.44,19.75,18.78,11.5,15.1433333333333,18.26,9.5,9.6,0,7,9,10
#1533,19.07,29.42,24.67,19.89,19.54,19.68,18.28,15.1933333333333,16.93,9,8.8,8.5,7.8,7,9.8
#1534,18.97,28.73,23.75,18.42,19.54,19.42,18.865,14.63,16.16,9.8,8,8.333333333,9.5,9.333333333,7
#1535,19.06,26.52,24.83,12.265,18.17,19.14,15.89,12.1166666666667,18.08,9,9.6,9,7.933333333,8,8.333333333
#1536,19.89,29.59,24.67,19.89,19.25,18.39,18.545,18.4766666666667,16.47,10,9.8,9.033333333,9.5,9.666666667,10
#1537,18.76,21.7,5.23,18.055,14.2,0,.25,0,0,0,9,9,3.85,0,9
#1538,19.87,29.61,24.5,20,19.5,19.06,18.825,19.1366666666667,18.14,9,9.8,9.5,8.6,6,9.6
#1539,19.37,29.45,21.92,16.885,17.5,18.32,14.755,18.1566666666667,17.58,9,6.9,7.933333333,7,6,9.6
#1540,19.53,28.39,23.92,14.875,17.54,16.67,9.28,4.64,16.49,8.8,8.05,7.6,7.2,9,5.733333333
#1541,19,29.04,24.83,20,20,19.25,12.905,18.72,19,10,8.8,9.2,8,9,10
#1542,19.04,28.89,23.08,18.335,17.71,19.06,14,14.7833333333333,18.2,9,7.8,7.25,7.466666667,0,8
#1543,18.88,29.4,24.92,0,0,0,0,0,0,8.8,0,0,0,0,0
#1544,18.12,29.33,24.92,19.445,18.38,19.92,18.62,19.3333333333333,17.14,8.8,10,9.8,10,9,10
#1545,19.04,29.68,24.92,19.945,19.77,20,19.05,19.0666666666667,18.77,10,9.3,9.666666667,8.1,8,9.8
#1546,19.14,29.88,24.67,20,19.56,18.57,16.795,18.6666666666667,18.57,10,10,9.4,8.833333333,10,10
#1547,19.67,29.57,22.83,17.875,19.46,16.2,15.45,15.69,17.28,8,8,8.7,5.5,0,9.2
#1548,18.86,29.64,21.83,19.875,17.07,18.56,14.96,4.37,15.69,7.8,8.55,8.8,3.85,1,9.4
#1549,19.25,28.87,20.49,18.16,4.81,7.01,6.59,10.11,11.81,10,8.416666667,8.433333333,9,10,8.6
#1550,19.15,29,24.92,19.71,19.99,18.42,5.9,19.0566666666667,17.6,9,9.15,10,7,8,8.683333333
#1551,19.03,28.83,19.75,18.79,18.05,16.49,14.225,16.2833333333333,16.72,9,8.75,8,7.466666667,7,9.133333333
#1552,19.87,29.89,25,20,19.31,19.75,17.87,18.5566666666667,17.83,9,9.75,9.8,8,7,9
#1553,18.38,29.92,25,20,19.37,18.5,19.19,18.5166666666667,18.77,8.8,8.614285714,9.6,7,7,9.666666667
#1554,19.54,27.75,21.5,20,19.77,16.85,15.92,18.0666666666667,17.42,9,8.5,9.6,7.5,9,9.2
#1555,19.08,26.03,23.25,19.71,19.58,19.19,16.365,11.94,15.64,10,9.8,8.1,7,8,8.616666667
#1556,19.57,29.77,24.92,20,19.77,19.58,19.04,18.4466666666667,14.39,9,9,9.4,8.6,8,9.4
#1557,19.42,29.41,22.39,15.865,16.73,9.17,15.22,.166666666666667,0,8,10,0,8.333333333,8,0
#1558,19.33,28.15,25,15.335,19.81,18.67,18.88,19.0566666666667,18.58,8,10,9,8.2,8,9.8
#1559,18.63,27.61,24.25,19.625,19.25,18.72,18.19,17.8333333333333,15.69,9,7.1,8.766666667,8.133333333,8,9.2
#1560,18.84,28.98,21.92,6.265,9.41,15.2,15.515,6.20333333333333,16.52,10,8.233333333,7.033333333,7.6,8,7.55
#1561,19.54,28.99,24.67,20,18.79,19.5,18.23,17.5866666666667,16.85,9,9.6,4.966666667,4.5,7.5,9
#1562,19.62,29.89,25,20,19.42,20,19.22,19.3333333333333,18.72,9,10,9.266666667,8.8,10,9.8
#1563,19.03,28.01,21.83,19.28,18.61,17.52,3.53,8.60666666666667,0,9,10,8.3,7.3,8,6.6
#1564,19.11,29.35,24.42,18,19.6,12.85,4.335,6.66666666666667,15.3,9,7.5,9.666666667,5,7,5.4
#1565,18.61,29.83,23.5,19.78,19.37,19.67,18.81,19.3066666666667,17.61,10,10,9.8,8.466666667,9,9.6
#1566,19,29.83,24.67,19.755,19.44,19.67,19.115,19.03,18.3,9.666666667,9,8.633333333,10,8.333333333,9.5
#1567,18.65,27.54,25,20,19.6,19.14,19.175,16.1866666666667,17.53,9,9.8,9.1,9,10,9.666666667
#1568,18.79,29.52,24.75,19.945,19.71,18.17,18.845,18.3133333333333,14.19,9,9.4,9.8,8.75,9,8
#1569,19.61,29.9,24.83,20,19.65,18.9,18.855,19.1666666666667,18.68,9.8,9.4,9.266666667,9.5,10,9
#1570,19.19,29.71,24.42,19.995,19.83,19.09,18.975,18.86,18.51,8,8.766666667,9.666666667,9.6,5,10
#1571,18.75,28.22,22.42,19.37,18.54,18.21,18.235,18.29,17.31,9,9.233333333,8.8,7.5,9,9.8
#1572,19.47,29.46,25,20,20,17.46,19.02,19.14,17.58,8,9.8,8.9,8.4,9,7.55
#1573,18.7,28.38,24.92,20,19.94,17.89,18.925,13.9433333333333,15.95,8.5,9.75,9,8.066666667,0,8.4
#1574,18.61,29.84,25,20,19.91,19.67,16.96,18.6833333333333,17.36,8,10,8.533333333,7.266666667,8,9.8
#1575,19.29,29.15,21.61,19,19.1,19.75,13.665,11.21,15.62,6.8,8.657142857,9.35,6.4,10,10
#1576,19.62,29.46,22.5,18.845,19.5,18.87,16.615,17.7966666666667,17.4,8.5,10,8.7,8,7,10
#1577,19.75,29.91,24.83,19.97,19.35,19.45,18.605,18.6666666666667,17.71,9,9.571428571,9.3,8.3,8.666666667,10
#1578,19.46,29.63,24.92,19.945,20,18.92,19.035,19.1066666666667,18.08,10,9.8,8.333333333,5.7,4,8.6
#1579,18.76,24.09,19.5,18.125,16.64,17.24,15.575,17.12,15.94,10,8.9,6.666666667,10,0,7.2
#1580,19.36,29.21,25,20,19.19,19.06,18.695,18.64,16.99,10,10,8.266666667,8,9,9
#1581,19.49,29.71,23.83,19.25,19.67,18.48,17.095,9.90666666666667,15.42,9,8.4,7.8,0,6,6.333333333
#1582,18.36,20.12,18.26,19.82,18.77,14.64,7.91,14.7233333333333,18.06,8.5,5.15,4.966666667,2.25,6,5.2
#1583,19.29,29.66,25,20,19.83,20,19.25,19.26,18.75,10,10,9.4,9.8,9,10
#1584,18.74,29.41,25,20,19.83,19.67,17.905,17.64,18.32,10,8.4,9,5,9,8.2
#1585,19.33,29.28,23.5,19.375,18.71,18.46,18.335,12.42,14.7,9.75,8.4,9.6,9,10,8.8
#1586,19.58,29.68,24.92,20,19.67,19.84,18.71,18.9033333333333,18.47,10,9,9.066666667,9,8,9.6
#1587,18.83,28.87,21.91,17.71,19.42,17.44,17.25,17.81,18.43,7.8,8.633333333,8.8,5.4,9,10
#1588,19.71,29.3,18,18.7,0,5.7,16.04,12.0566666666667,16.82,8,6.133333333,8.633333333,5.8,10,8.266666667
#1589,18.92,29.77,24.83,19.945,19.77,19.9,18.815,19.14,17.54,10,8,9.3,7,8,9.55
#1590,18.96,29.55,24.92,20,19.6,19.28,19.015,19.1966666666667,18.78,10,10,9.8,8.8,10,9.8
#1591,17.53,28.76,24.75,8.675,0,9.75,7.71,7.61,13.08,9,0,9.1,8.6,0,7.4
#1592,19.63,28.56,20.75,19.39,18.23,17.19,15.23,12.8633333333333,0,10,10,8.333333333,6.266666667,9,9.6
#1593,19.46,28.59,24.67,19.72,19.5,19.05,16.765,15.27,16.33,7.4,9.8,9.266666667,7.6,7,7.6
#1594,18.08,28.92,23.42,19.89,19.27,19.42,18,18.3533333333333,18.06,7.8,8.466666667,9.4,5.6,8,9
#1595,19.74,28.65,22.08,18.835,18.2,17.73,12.98,16.98,16.48,10,9.25,0,5.1,4.333333333,8.4
#1596,19.51,28.44,24.92,18.325,18.29,19.26,17.525,12.9566666666667,16.56,9,0,8.7,7.6,8,9.75
#1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1598,19.67,29.81,24.92,19.99,19.83,20,18.945,19.1066666666667,18.95,9,10,10,7.6,8,9.5
#1599,19.37,29.63,24.83,19.72,18.37,14.19,15.57,16.5366666666667,18.53,8.3,10,8.6,5.8,9,10
#1600,19.46,26.32,23.83,19.875,19.69,18.33,17.84,17.1433333333333,16.41,10,8.85,8.333333333,6.6,8,8.8
#1601,18.82,29.96,25,20,19.71,18.14,17.595,18.75,17.92,9,10,9.8,7.5,6,8.6
#1602,18.61,28.23,24.5,19.215,19.4,17.68,15.27,15.89,17.82,9.5,10,8,6.516666667,8,10
#1603,19.51,29.96,24.75,20,20,19.52,19.055,19.14,18.27,9.8,7.5,9.6,7.6,7,10
#1604,18.79,29.07,24.92,19.945,19.67,16.58,18.47,16.0633333333333,17.63,10,8.8,9.5,9,0,9
